company,product name ,category,ingredients,link,total number of reviews,product rate 
Nair,Wax Ready-Strips For Face,"Home
Body Care
Self Care & Wellness
Hair Removal","Triethylene Glycol Rosinate, Glyceryl Rosinate, Polyethylene, Parfum, Ricinus Communis Seed Oil, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Caprylic/Capric Triglyceride, Linalool, Geraniol, Citronellol, Helianthus Annuus Seed Oil, Oryza Sativa Bran Oil, Limonene, Coumarin, Prunus Serrulata Flower Extract, Dendrobium Phalaenopsis Flower Extract, Tocopherol, CI 77891, CI 75470",https://www.ulta.com/p/wax-ready-strips-face-xlsImpprod15751033?sku=2505901,0,4.2
Burt's Bees,Overnight Intensive Lip Treatment,"Home
Skin Care
Moisturizers
Lip Care","Caprylic/Capric Triglyceride, Oleic/Linoleic/Linolenic Polyglycerides, C10-18 Triglycerides, Glycerin, Simmondsia Chinensis (Jojoba) Seed Oil, Glyceryl Behenate, Glyceryl Stearate, Hydrogenated Castor Oil, Jojoba Esters, Octyldodecanol, Helianthus Annuus (Sunflower) Seed Wax, Ceramide NP, Mentha Piperita (Peppermint) Oil, Caramel, Acacia Decurrens Flower Wax, Polyglycerin-3, Limonene, Linalool.",https://www.ulta.com/p/overnight-intensive-lip-treatment-xlsImpprod17291101?sku=2519199,0,4.5
Maybelline,Lash Sensational Luscious Mascara,"Home
Makeup
Eyes
Mascara","Aqua / Water / Eau, Paraffin, Cera Alba / Beeswax / Cire Dabeille, Styrene / Acrylates / Ammonium Methacrylate Copolymer, PEG-200 Glyceryl Stearate, Copernicia Cerifera Cera / Carnauba Wax / Cire De Carnauba, Butylene Glycol, Silica, Ethylenediamine / Stearyl Dimer Dilinoleate Copolymer, Stearic Acid, Cetyl Alcohol, Palmitic Acid, VP / Eicosene Copolymer, Lithium Magnesium Sodium Silicate, Carthamus Tinctorius Seed Oil / Safflower Seed Oil, Phenoxyethanol, Dimethicone, Aminomethyl Propanediol, Caprylyl Glycol, Polyurethane-35, Argania Spinosa Kernel Oil, Sodium Dehydroacetate, Tocopheryl Acetate, Rosa Canina Fruit Oil, Dimethiconol, Sodium Laureth Sulfate, Disodium EDTA, Myristic Acid, Stearyl Alcohol, Myristyl Alcohol, Tetrasodium EDTA, Potassium Sorbate, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Propylene Glycol, BHT, Propyl Gallate, Citric Acid. May Contain: CI 77491, CI 77492, CI 77499 / Iron Oxides, CI 77007 / Ultramarines, CI 77891 / Titanium Dioxide, Mica, CI 75470 / Carmine, CI 77288 / Chromium Oxide Greens, CI 77742 / Manganese Violet, CI 77510 / Ferric Ferrocyanide.",https://www.ulta.com/p/lash-sensational-luscious-mascara-xlsImpprod13501061?sku=2295320,0,3.8
St. Tropez,Tan Optimiser Body Moisturiser,"Home
Body Care
Suncare
Self-Tanning & Bronzing","Water, Prunus Armeniaca (Apricot) Kernel Oil, Stearic Acid, Glycerin, Butyrospermum Parkii (Shea Butter), Jojoba Esters, Glyceryl Stearate, Dimethicone, Aloe Barbadensis Leaf Juice Powder, Aloe Barbadensis Extract, Simmondsia Chinensis (Jojoba) Seed Oil, Orchis Mascula (Purple Orchid) Flower Extract, Aleurites Moluccana (Kukui Nut) Seed Oil, Tyrosine, Panthenol, Rosmarinus Officinalis (Rosemary) Leaf Extract, Chamomilla Recutita (Matricaria) Flower Extract, Cucumis Sativa (Cucumber) Fruit Extract, Hypericum Perforatum Extract, Aesculus Hippocastanum (Horse Chestnut) Seed Extract, Humulus Lupulus (Hops) Extract, Equisetum Arvense (Horsetail) Extract, Arnica (Montana Flower) Extract, Citrus Grandis (Grapefruit) Fruit Peel Extract, Sambucus Nigra Flower Extract, Valeriana Officinalis Root Extract, Calendula (Calendula Officinalis) Flower Extract, Triticum Vulgare (Wheat) Germ Oil, Glucose, Tocopheryl Acetate, Retinyl Palmitate, Ascorbic Acid (Vitamin C), Tocopheryl Linoleate, Carthamus Tinctorius (Safflower) Seed Oil, Myristyl Myristate, Myristyl Laurate, Propylene Glycol, Corn Starch Modified, Butylene Glycol, Triethanolamine, Carbomat, Phenoxyethanol, Ethylhexylglycerin, Glyceryl Undecylenate, Disodium EDTA, Fragrance, Cinnamal, Coumarin, Limonene, Eugenol, Alpha Isomethyl Ionone, Geraniol, Hexyl Cinnamal, Isoeugenol, Linalool.",https://www.ulta.com/p/tan-optimiser-body-moisturiser-xlsImpprod11241023?sku=2281306,0,4.3
Lancôme,Absolue Revitalizing & Brightening Soft Cream,"Home
Skin Care
Moisturizers
Face Moisturizer","Aqua / Water, Glycerin, Hydrogenated Polyisobutene, Dimethicone, Butylene Glycol, Bis-Behenyl/Isostearyl/Phytosteryl Dimer Dilinoleyl Dimer Dilinoleate, Butyrospermum Parkii Butter / Shea Butter, Limnanthes Alba Seed Oil / Meadowfoam Seed Oil, Stearyl Alcohol, C30-45 Alkyl Dimethicone, PEG-20 Stearate, Silica, Panthenol, Hydroxypropyl Tetrahydropyrantriol, PEG-100 Stearate, Glyceryl Stearate, Octyldodecanol, Propanediol, Propylene Glycol, Phenoxyethanol, Ammonium Polyacryloyldimethyl Taurate, Chlorphenesin, Rose Extract, Caprylyl Glycol, Carbomer, Capryloyl Salicylic Acid, Acrylates/C10-30 Alkyl Acrylate Crosspolymer, Pentaerythrityl Tetra-Di-T-Butyl Hydroxyhydrocinnamate, Potassium Hydroxide, Tetrasodium EDATA, Adenosine, Hydrolyzed Linseed Extract, Zea Mays Oil / Corn Oil, Prunus Armeniaca Kernel Oil / Apricot Kernel Oil, Passiflora Edulis Seed Oil, Oryza Sativa Bran Oil / Rice Bran Oil, Caramel, Limonene, Tetrasodium Glutamate Diacetate, Linalool, PEG-30 Dipolyhydroxystearate, Rosa Damascena Flower Oil, Trideceth-6, Alcohol, Citronellol, Geraniol, Sodium Benzoate, Tocopherol, Coumarin, Rosa Centifolia Flower Extract, CI 14700 / Red 4, CI 19140 / Yellow 5, Citric Acid, Ascorbyl Palmitate, Parfum / Fragrance.",https://www.ulta.com/p/absolue-revitalizing-brightening-soft-cream-pimprod2024436?sku=2583153,0,4.6
Paul Mitchell,Tea Tree Special Detox Foaming Salt Scrub,"Home
Hair
Treatment
Scalp Care","Sodium Chloride, Aqua (Water, Eau), Sea Salt (Sel Marin, Maris Sal), Sodium Methyl Cocoyl Taurate, Sodium Cocoyl Isethionate, Cocos Nucifera (Coconut) Oil, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Rosa Moschata Seed Oil, Volcanic Sand, Montmorillonite, Quartz Powder, Tocopherol, Ethylhexylglycerin, Ascorbic Acid, Phenoxyethanol, Sodium Benzoate, Citric Acid, Fragrance (Parfum), Linalool, Green 5 (CI 61570), Yellow 5 (CI 19140)",https://www.ulta.com/p/tea-tree-special-detox-foaming-salt-scrub-pimprod2037848?sku=2607629,0,3.8
Drybar,Prep Rally Prime & Prep Detangler,"Home
Hair
Treatment
Leave-In Treatment","Aqua (Water, Eau), Propanediol, PPG-26-Buteth-26, Glycerin, Aloe Barbadensis Leaf Juice, Hippophae Rhamnoides Seed Oil, Menthol Nigella Sativa Seed Oil, Panthenol, Uritica Dioica (Nettle) Extract, Biotin, Amodimethicone/Morpholinomethyl Silsesquioxane Copolymer, Ascorbic Acid, Caprylyl Glycol, Cetrimonium Chloride (As An Anti-Static Agent, En Tant Qu'agent Anti-Statique), Citric Acid, Disodium EDTA, Ethylhexyl Methoxycinnamate, Parfum (Fragrance), Hydroxypropyl Guar Hydroxypropyltrimonium Chloride, Butyl Methoxydibenzoylmethane, Tetrasodium EDTA, Menthol, Menthyl Lactate, Hexylene Glycol, Chlorphenesin, PEG-40 Hydrogenated Castor Oil, Phenoxyethanol, Potassium Hydroxide, Potassium Sorbate, BHT, Trideceth-5, Sodium Benzoate, Linalool, Benzyl Salicylate, Geraniol, Limonene, Eugenol, Butylene Glycol.",https://www.ulta.com/p/prep-rally-prime-prep-detangler-pimprod2024578?sku=2579005,0,4.2
Redken,Shine Flash Shine Spray,"Home
Hair
Styling Products
Gloss & Shine","Alcohol Denat., Hydrofluorocarbon 152a, Dimethicone, Isopropyl Myristate, Paraffinum Liquidum/Mineral Oil, Parfum/Fragrance, Limonene, Butylphenyl Methylpropional, Camelina Sativa Oil/Camelina Sativa Seed Oil, Panthenol, VP/VA Copolymer, Linalool, Octyldodecanol, Citronellol, Citral, Alphaisomethyl Ionone.",https://www.ulta.com/p/shine-flash-shine-spray-xlsImpprod6481009?sku=2566981,0,4.4
Supergoop!,PLAY Antioxidant Body Sunscreen Mist with Vitamin C SPF 50 PA++++,"Home
Body Care
Suncare
Sunscreen","Active: Avobenzone 2.8%, Homosalate 9.8%, Octisalate 4.9%, Octocrylene 9.5%
Inactive: Alcohol Denat., Butyloctyl Salicylate, Camellia Sinensis Leaf Extract, Cananga Odorata Flower Oil, Caprylic/Capric Triglyceride, Citrus Aurantifolia (Lime) Oil, Citrus Grandis (Grapefruit) Peel Oil, Citrus Medica Limonum (Lemon) Peel Oil, Citrus Nobilis (Mandarin Orange) Peel Oil, Citrus Reticulata (Tangerine) Leaf Oil, Citrus Sinensis Peel Oil, Dicaprylyl Carbonate, Diisopropyl Adipate, Ethyl Ferulate, Euterpe Oleracea Fruit Extract, Helianthus Annuus (Sunflower) Seed Oil, Isodecyl Neopentanoate, Lavandula Angustifolia (Lavender) Oil, Mentha Piperita (Peppermint) Oil, Mentha Viridis (Spearmint) Leaf Oil, Tetrahexyldecyl Ascorbate, Tridecyl Neopentanoate, VA/Butyl Maleate/Isobornyl Acrylate Copolymer, Vitis Vinifera (Grape) Seed Oil.",https://www.ulta.com/p/play-antioxidant-body-sunscreen-mist-with-vitamin-c-spf-50-pa-pimprod2030598?sku=2589800,0,4.4
Supergoop!,PLAY Antioxidant Body Sunscreen Mist with Vitamin C SPF 30,"Home
Body Care
Suncare
Sunscreen","Active: Avobenzone 2.4%, Homosalate 9.8%, Octisalate 4.9%, Octocrylene 5.7%.
Inactive: Alcohol Denat., Butyloctyl Salicylate, Camellia Sinensis Leaf Extract, Cananga Odorata Flower Oil, Caprylic/Capric Triglyceride, Citrus Aurantifolia (Lime) Oil, Citrus Grandis (Grapefruit) Peel Oil, Citrus Medica Limonum (Lemon) Peel Oil, Citrus Nobilis (Mandarin Orange) Peel Oil, Citrus Reticulata (Tangerine) Leaf Oil, Citrus Sinensis Peel Oil, Dicaprylyl Carbonate, Diisopropyl Adipate, Euterpe Oleracea Fruit Extract, Helianthus Annuus (Sunflower) Seed Oil, Isodecyl Neopentanoate, Lavandula Angustifolia (Lavender) Oil, Mentha Piperita (Peppermint) Oil, Mentha Viridis (Spearmint) Leaf Oil, Tetrahexyldecyl Ascorbate, Tridecyl Neopentanoate, VA/Butyl Maleate/Isobornyl Acrylate Copolymer, Vitis Vinifera (Grape) Seed Oil.",https://www.ulta.com/p/play-antioxidant-body-sunscreen-mist-with-vitamin-c-spf-30-pimprod2030600?sku=2589801,0,4.2
Tree Hut,Peach Sorbet Shea Sugar Body Scrub,"Home
Body Care
Bath & Shower
Body Scrubs & Exfoliants","Sucrose, Glycerin, Polysorbate 20, Silica, Prunus Persica (Peach) Fruit Extract, Prunus Armeniaca (Apricot) Kernel Oil, Persea Gratissima (Avocado) Oil, Butyrospermum Parkii (Shea) Butter, Carthamus Tinctorius (Safflower) Seed Oil, Prunus Amygdalus Dulcis (Sweet Almond) Oil, Oenothera Biennis (Evening Primrose) Oil, Macadamia Ternifolia Seed Oil, Citrus Aurantium Dulcis (Orange) Oil, Aqua (Water/Eau), Ascorbic Acid, Retinyl Palmitate, Fragrance (Parfum), Phenoxyethanol, Sorbic Acid, Caprylyl Glycol , Linalool, Hexyl Cinnamal, Limonene, Geraniol, Benzyl Benzoate, Yellow 5 (Ci 19140), Red 33 (Ci 17200), Red 4 (Ci 14700).",https://www.ulta.com/p/peach-sorbet-shea-sugar-body-scrub-pimprod2037381?sku=2607524,0,4.8
FLOWER Beauty,Seal the Deal Luminizing Setting Spray,"Home
Makeup
Face
Setting Spray & Powder","Water (Aqua/Eau), Cetyl Ethylhexanoate, Butylene Glycol, 1,2-Hexanediol, Helianthus Annuus (Sunflower) Seed Oil, Ethylhexylglycerin, Lavandula Angustifolia (Lavender) Oil, Pelargonium Graveolens Flower Oil, Alkanna Tinctoria Root Extract, Synthetic Fluorphlogopite, Xanthan Gum, Aloe Barbadensis Leaf Juice, Rosa Damascena Flower Extract, Titanium Dioxide (CI 77891), Glycerin, Oenothera Biennis (Evening Primrose) Oil, Tocopherol, Tin Oxide, Lavandula Angustifolia (Lavender) Flower Extract, Tocopheryl Acetate, Simmondsia Chinensis (Jojoba) Seed Oil, Centella Asiatica Extract, Hyaluronic Acid.",https://www.ulta.com/p/seal-deal-luminizing-setting-spray-pimprod2013701?sku=2563467,0,4.3
Miss Spa,Clear Blemish Patches,"Home
Skin Care
Treatment & Serums
Acne & Blemish Treatments","Acrylates Copolymer, Vinyl Caprolactam/Vp/Dimethylaminoethyl Methacrylate Copolymer, Water (Aqua), Alcohol Denat., Butylene Glycol, Melaleuca Alternifolia (Tea Tree) Leaf Oil, Pvp, Salicylic Acid, Phenoxyethanol, Polysorbate 80, Epilobium Angustifolium Flower/Leaf/Stem Extract, Vitis Vinifera (Grape) Seed Extract, Sodium Metabisulfite, Volcanic Ash, Alcohol, Phytosphingosine, Sodium Hyaluronate.",https://www.ulta.com/p/clear-blemish-patches-xlsImpprod18531035?sku=2533711,0,4.1
Grande Cosmetics,GrandeBUFF Moisturizing Lip Scrub,"Home
Skin Care
Moisturizers
Lip Care","Sucrose, Ricinus Communis (Castor) Seed Oil, Petrolatum, Stearyl Stearate, Carthamus Tinctorius (Safflower) Oleosomes, Cetearyl Alcohol, Argania Spinosa Kernel Oil, Cocos Nucifera (Coconut) Oil, Mangifera Indica (Mango) Seed Butter, Persea Gratissima (Avocado) Oil, Synthetic Beeswax, Dimer Dilinoleyl Dimer Dilinoleate, Cetyl Esters, Butyrospermum Parkii (Shea) Butter, Water/Aqua/Eau, Aroma/Flavor, Cetyl Palmitate, Candelilla/Jojoba/Rice Bran Polyglyceryl-3 Esters, Sorbitan Olivate, Sorbitan Palmitate, Macadamia Ternifolia Seed Oil, Oleyl Lactate, Caprylyl Glycol, Citric Acid, Copernicia Cerifera (Carnauba) Wax/Cera Carnauba/Cire de carnauba, Ethylhexylglycerin, Euphorbia Cerifera (Candelilla) Wax/Candelilla Cera/Cire de candelilla, Gluconic Acid, Glyceryl Stearate, Hydrogenated Castor Oil, Jojoba Esters, Polyglyceryl-3 Behenate, Propanediol Dicaprylate/Caprate, Rosa Canina Fruit Oil, Sodium Stearoyl Lactylate, Tetrahexyldecyl Ascorbate, Tocopherol, Tocopheryl Acetate, Vanillin, Sodium Benzoate, Benzyl Alcohol, Red 28 (CI 45410), Red 7 (CI 15850), Titanium Dioxide (CI 77891), Yellow 5 (CI 19140).",https://www.ulta.com/p/grandebuff-moisturizing-lip-scrub-pimprod2031805?sku=2596475,0,4.8
Bondi Boost,Curl Boss Curl Restoring Shampoo,"Home
Hair
Shampoo & Conditioner
Shampoo","Aloe Barbadensis (Aloe Vera) Leaf Juice*, Sodium Methyl Cocoyl Taurate, Cocamidopropyl Betaine, Decyl Glucoside, Glyceryl Oleate, Coco-Glucoside, Hydrolyzed Jojoba Esters, Hydrolyzed Quinoa, Propanediol, Argania Spinosa (Argan) Kernel Oil*, Cocos Nucifera (Coconut) Oil*, Squalane, Simmondsia Chinensis (Jojoba) Seed Oil*, Terminalia Ferdinandiana (Kakadu Plum) Fruit Extract*, Coffea Robusta (Green Coffee) Seed Extract, Hibiscus Sabdariffa Flower Extract (Roselle), Rosmarinus Officinalis (Rosemary) Leaf Extract, Chamomilla Recutita (Matricaria) Flower Extract, Polyquaternium-10, Fragrance, Potassium Sorbate, Pentylene Glycol, Caprylyl Glycol, Ethylhexylglycerin, Citric Acid.
*Certified Organic Ingredients.",https://www.ulta.com/p/curl-boss-curl-restoring-shampoo-pimprod2024235?sku=2578970,0,4.7
